51.07946445,-114.1314613
51.07946442,-114.1314613
51.07946441,-114.1314613
51.0794644,-114.1314614
51.07946442,-114.1314614
51.07946445,-114.1314614
51.07946447,-114.1314615
51.07946448,-114.1314615
51.07946447,-114.1314615
51.07946438,-114.1314615
51.07946397,-114.1314612
51.07946352,-114.1314608
51.07946364,-114.1314608
51.07946363,-114.131461
51.07946362,-114.1314611
51.07946356,-114.1314613
51.07946344,-114.1314616
51.07946335,-114.1314621
51.07946336,-114.1314626
51.07946329,-114.1314632
51.07946315,-114.1314638
51.07946298,-114.1314646
51.07946286,-114.1314655
51.07946261,-114.1314666
51.07946233,-114.1314675
51.07946224,-114.1314688
51.07946192,-114.13147
51.07946159,-114.1314708
51.07946125,-114.1314718
51.07946192,-114.1314735
51.07945825,-114.131476
51.07945976,-114.1314756
51.07945943,-114.1314767
51.07945906,-114.1314778
51.07945854,-114.1314792
51.07945811,-114.1314804
51.07945772,-114.1314817
51.07945724,-114.1314829
51.07945683,-114.1314844
51.07945623,-114.1314856
51.07945613,-114.1314867
51.07945622,-114.1314881
51.07945638,-114.1314895
51.07945342,-114.1314922
51.07945313,-114.1314936
51.07945283,-114.1314951
51.07945606,-114.1314944
51.07945667,-114.1314954
51.07945559,-114.1314971
51.07945144,-114.1315005
51.07945108,-114.1315019
51.07945401,-114.1315017
51.07945317,-114.1315033
51.07945287,-114.1315047
51.07945265,-114.1315061
51.07945215,-114.1315074
51.07945158,-114.1315093
51.07945103,-114.1315109
51.07945036,-114.1315124
51.07945005,-114.1315137
51.07944698,-114.1315164
51.07944388,-114.131519
51.07944331,-114.1315203
51.07944271,-114.1315218
51.07944486,-114.1315217
51.07944436,-114.1315231
51.07944385,-114.1315247
51.0794433,-114.1315262
51.07944222,-114.1315283
51.07944239,-114.1315297
51.0794411,-114.1315317
51.07944077,-114.1315335
51.07943971,-114.1315348
51.07943937,-114.1315365
51.07943885,-114.1315378
51.07943847,-114.1315394
51.07943796,-114.1315408
51.07943751,-114.1315423
51.07943707,-114.1315439
51.07943657,-114.1315455
51.07943596,-114.1315471
51.07943535,-114.1315486
51.07943487,-114.1315503
51.0794343,-114.1315518
51.07943382,-114.1315534
51.07943328,-114.1315551
51.07943275,-114.1315568
51.07943214,-114.1315584
51.07943168,-114.1315602
51.0794312,-114.131562
51.07943061,-114.1315637
51.07943014,-114.1315655
51.07942949,-114.1315671
51.07942899,-114.1315687
51.07942713,-114.1315693
51.07942798,-114.1315716
51.07942748,-114.1315731
51.07942693,-114.1315745
51.07942639,-114.131576
51.07942585,-114.1315775
51.07942525,-114.1315792
51.0794246,-114.1315809
51.07942433,-114.1315824
51.07942371,-114.1315841
51.07942463,-114.1315866
51.07942258,-114.1315873
51.07942216,-114.1315891
51.0794216,-114.1315906
51.07942122,-114.1315921
51.07942074,-114.1315937
51.07942032,-114.1315954
51.07941975,-114.1315971
51.07941925,-114.1315988
51.07941862,-114.1316004
51.07941807,-114.131602
