221210.90,51.079464455,17.79812798,1114.224
221211.00,51.07946441666667,17.798127981666667,1114.225
221211.10,51.079464406666666,17.79812801,1114.235
221211.20,51.079464398333336,17.79812803833333,1114.241
221211.30,51.079464423333334,17.798128058333333,1114.244
221211.40,51.07946444833333,17.798128103333333,1114.246
221211.50,51.079464465,17.798128135,1114.246
221211.60,51.07946448166667,17.798128143333333,1114.247
221211.70,51.07946447166667,17.798128176666665,1114.251
221211.80,51.07946438166667,17.798128145,1114.257
221211.90,51.07946397333333,17.798127826666665,1114.283
221212.00,51.079463525,17.79812747,1114.311
221212.10,51.079463643333334,17.798127475,1114.300
221212.20,51.079463635,17.798127631666667,1114.305
221212.30,51.079463615,17.798127775,1114.303
221212.40,51.079463563333334,17.798127956666665,1114.311
221212.50,51.07946344333333,17.798128291666668,1114.334
221212.60,51.079463346666664,17.798128813333335,1114.352
221212.70,51.07946336166667,17.798129305,1114.332
221212.80,51.079463286666666,17.798129833333334,1114.319
221212.90,51.07946315,17.798130461666666,1114.324
221213.00,51.079462981666666,17.798131296666668,1114.324
221213.10,51.07946286166667,17.798132151666668,1114.311
221213.20,51.079462615,17.798133258333333,1114.331
221213.30,51.07946233,17.798134131666668,1114.295
221213.40,51.079462238333335,17.798135481666666,1114.304
221213.50,51.07946192,17.798136633333332,1114.310
221213.60,51.079461593333335,17.798137458333333,1114.295
221213.70,51.079461245,17.798138456666667,1114.336
221213.80,51.07946192166666,17.798140189999998,1114.273
221213.90,51.07945824666667,17.798142631666668,1114.979
221214.00,51.079459756666665,17.798142291666665,1114.531
221214.10,51.079459433333334,17.798143375,1114.545
221214.20,51.079459065,17.798144501666666,1114.529
221214.30,51.079458535,17.79814584,1114.561
221214.40,51.07945811333333,17.798147110000002,1114.587
221214.50,51.07945771666667,17.798148355,1114.600
221214.60,51.07945724333333,17.79814955333333,1114.614
221214.70,51.07945683333333,17.798151053333335,1114.627
221214.80,51.079456228333335,17.798152306666665,1114.647
221214.90,51.07945613333333,17.798153403333334,1114.565
221215.00,51.079456215,17.798154721666666,1114.488
221215.10,51.07945638166667,17.798156198333334,1114.408
221215.20,51.07945342166666,17.79815883,1114.970
221215.30,51.07945313333333,17.798160281666668,1114.959
221215.40,51.079452833333335,17.798161745,1114.958
221215.50,51.079456055,17.79816108,1114.173
221215.60,51.079456666666665,17.798162073333334,1113.995
221215.70,51.07945558666667,17.798163816666666,1114.167
221215.80,51.07945144166667,17.798167188333334,1114.998
221215.90,51.079451075,17.798168556666667,1114.985
221216.00,51.07945401166667,17.798168341666667,1114.263
221216.10,51.079453173333334,17.79817,1114.379
221216.20,51.07945287166667,17.798171356666668,1114.388
221216.30,51.07945264833333,17.798172808333334,1114.373
221216.40,51.07945214833333,17.798174103333334,1114.365
221216.50,51.07945158,17.798175956666668,1114.414
221216.60,51.07945102666667,17.79817759,1114.444
221216.70,51.07945036,17.798179076666667,1114.480
221216.80,51.079450045,17.798180391666666,1114.450
221216.90,51.07944697833333,17.798183061666666,1115.027
221217.00,51.079443878333336,17.798185616666668,1115.565
221217.10,51.07944330833333,17.79818694,1115.552
221217.20,51.07944270833333,17.79818842,1115.600
221217.30,51.079444861666666,17.798188415,1115.045
221217.40,51.07944435666667,17.798189796666666,1115.038
221217.50,51.07944384666666,17.798191363333334,1115.019
221217.60,51.07944329666667,17.798192851666666,1115.003
221217.70,51.079442218333334,17.798194961666667,1115.154
221217.80,51.07944239,17.798196375,1115.027
221217.90,51.07944110333333,17.79819837,1115.201
221218.00,51.079440768333335,17.798200185,1115.190
221218.10,51.07943970833333,17.798201476666666,1115.129
221218.20,51.07943936666667,17.79820314,1115.119
221218.30,51.07943885,17.798204491666667,1115.130
221218.40,51.07943847333333,17.798206075,1115.149
221218.50,51.079437955,17.798207483333332,1115.161
221218.60,51.079437506666665,17.798208985000002,1115.132
221218.70,51.079437065,17.79821055,1115.101
221218.80,51.079436565,17.798212123333332,1115.103
221218.90,51.07943596166667,17.798213761666666,1115.116
221219.00,51.079435355,17.798215286666668,1115.142
221219.10,51.07943487166666,17.798216921666665,1115.117
221219.20,51.079434301666666,17.798218426666665,1115.093
221219.30,51.07943382166667,17.79822008,1115.095
221219.40,51.07943327666667,17.79822172,1115.124
221219.50,51.079432751666666,17.798223416666666,1115.143
221219.60,51.07943213833333,17.798225071666668,1115.149
221219.70,51.07943168166667,17.798226863333333,1115.122
221219.80,51.07943119833333,17.798228648333335,1115.088
221219.90,51.07943061333334,17.798230395,1115.090
221220.00,51.079430136666666,17.798232216666666,1115.111
221220.10,51.079429491666666,17.79823379,1115.131
221220.20,51.079428995,17.798235323333333,1115.138
221220.30,51.07942713166667,17.798235931666667,1115.258
221220.40,51.07942798333333,17.798238283333333,1115.098
221220.50,51.079427475,17.79823976,1115.115
221220.60,51.07942693,17.79824121,1115.141
221220.70,51.07942638833333,17.79824265,1115.157
221220.80,51.079425845,17.79824417,1115.135
221220.90,51.079425255,17.798245818333335,1115.110
221221.00,51.07942460333334,17.7982476,1115.109
221221.10,51.07942432666667,17.79824909,1115.194
221221.20,51.07942370666667,17.798250723333332,1115.217
221221.30,51.079424625,17.798253221666666,1115.122
221221.40,51.07942258166667,17.798254011666668,1115.201
221221.50,51.079422163333334,17.798255753333333,1115.175
221221.60,51.0794216,17.798257251666666,1115.195
221221.70,51.07942121833333,17.79825881,1115.218
221221.80,51.07942074333333,17.798260383333332,1115.230
221221.90,51.07942031666666,17.798262083333334,1115.185
221222.00,51.07941975333333,17.798263758333334,1115.161
